item_id,item_name,store_id,store_name,original_price,price,category,stock_0930,stock_1630,stock_2030,change_1,change_2,change_3
68bc57f574b31964b67cc64f,NUTTY & FRUITY TAMARIND BITES CHILI 7 OZ,5f766f081673e04ebe6374db,Unknown,4.99,2.49,Produce,,,3,,,
68e0086fdfc6513c850c1298,Baby's Only Organic Sensitive Toddler Drink 12.7 oz,68cac789765cb78193ff5f26,Unknown,26.29,15.0,Brands,,,3,,,
68e01201ad8e4a2d3db71d68,Folate,68cac789765cb78193ff5f26,Unknown,8.69,4.35,Vitamins & Supplements,,,1,,,
695ae339169865789d5ea9eb,Pacha Cbd Froth Bomb,68cac789765cb78193ff5f26,Unknown,19.79,9.9,Brands,,,2,,,
6963c82de0b2a04ea6136b96,APOLONIA VINAIGRETTE RASPBERRY RAZZ 12 OZ,5f766f081673e04ebe6374d6,Unknown,6.49,1.99,Produce,,,26,,,
696cfb4c544f613a9cb8a2b2,BETTYS DRESSING 16 OZ,5f766f081673e04ebe6374d3,Unknown,5.99,2.99,Produce,,,6,,,
69709cac195c11bef77bcf64,BENSONS VILLAGE FAIR FRUIT CAKE,63b71852b6650d534d7adad9,Unknown,5.99,2.99,Bakery,,,1,,,
6970eb3c544f613a9c83d95d,PAPAS KITCHEN VINAIGRETTE FRESH HERB 12 OZ,5f766f081673e04ebe6374d3,Unknown,8.99,4.49,Produce,,,3,,,
6978ec125e28e9c60caa12e5,Bell and Evans Turkey,67f022817b5f59b1bba8c7ff,Unknown,88.0,30.0,Food & Beverage,,,2,,,
698b3606e5de2b13bba32096,"Cbd Bath Salts, Coconut Lime",68cac789765cb78193ff5f26,Unknown,40.0,20.0,Bath & Beauty,,,3,,,
698f1ebfb00680d6dddbbace,Pacha Whipped Soap And Scrub,68cac789765cb78193ff5f26,Unknown,9.86,4.93,Bath & Beauty,,,1,,,
698f1ef81af04775dae0107b,Pacha Whipped Soap And Scrub,68cac789765cb78193ff5f26,Unknown,10.99,5.5,Bath & Beauty,,,2,,,
698f1f2e2e0c6b02d59f84fb,Pacha Whipped Soap And Scrub,68cac789765cb78193ff5f26,Unknown,9.89,4.95,Bath & Beauty,,,4,,,
6994c488b00680d6dd1ef550,"Bachan's Spicy Sesame Japanese Dipping Sauce, 16oz Bottle - Bold, Fresh, Umami Flavor",68cac789765cb78193ff5f26,Unknown,10.29,5.15,Digestion & Super Foods,,,2,,,
69960992046dcfd41e8c805c,HORIZON ORGANIC COFFEE CREAMER GOLDEN CARAMEL 24OZ,5f68a016f1994f0ff9953501,Unknown,6.19,3.09,Dairy,,,6,,,
699622bd3a1df4d16b64ac50,"Breadfruit, Pancake, And Waffle Mix",68cac789765cb78193ff5f26,Unknown,8.79,4.4,Brands,,,1,,,
699622eb046dcfd41e942c5a,Breadfruit All-Purpose Flour,68cac789765cb78193ff5f26,Unknown,14.69,7.35,Brands,,,2,,,
699b61d5e124849736f74b6d,BELGIOIOSO MASCARPONE CHEESE 8 OZ,5f766f081673e04ebe6374d9,Unknown,4.99,2.49,Deli,,,11,,,
699c826c72a4a5ab8d22e82a,BETTYS DRESSING 16 OZ,5d9660b46a72371027353a96,Unknown,5.99,2.99,Produce,,,11,,,
699c827a88c94c0341cc5025,TOP FOX POP ROASTED PUMPKIN SEEDS BBQ,5f766f081673e04ebe6374db,Unknown,3.99,1.99,Produce,,,7,,,
69a30de605a3271aa501e59f,MARIES DRESSING CREAMY CAESAR 12 OZ,5f766f081673e04ebe6374db,Unknown,4.69,2.34,Produce,,,1,,,
69a316d905a3271aa505674a,MARZ DRESSING SPICY RANCH 13 OZ,5f766f081673e04ebe6374db,Unknown,4.79,2.39,Produce,,,4,,,
69a5fe892ec94e0364f1ca25,Maizly Corn Milk,68cac789765cb78193ff5f26,Unknown,4.99,2.5,Brands,,,2,,,
69a5feadd5cafd97c2db0699,Maizly Chocolate Cornmilk 32 fl oz,68cac789765cb78193ff5f26,Unknown,4.99,2.5,Brands,,,1,,,
69a6d132d5cafd97c2f785f6,Plainville Farms Organic Ground Turkey 16 oz,67f022817b5f59b1bba8c7ff,Unknown,16.89,5.99,Food & Beverage,,,9,,,
69a6d30fc84b98d3a1e367a0,pre 100% grass-fed and finished beef filet mignon steak,67f022817b5f59b1bba8c7ff,Unknown,17.59,10.99,Food & Beverage,,,5,,,
69aafdf822b46d4f436dabca,FISCHERS LUNCH MEAT LIVER CHEESE 6 OZ,5f766efd06e2381086a9acbf,Unknown,2.99,0.75,Packaged meat,,,11,,,
69ab2495be3c68b0347a33b7,"Sweet Loren's Gluten Free & Vegan Chocolate Chunk Cookie Dough, 12oz",68cac789765cb78193ff5f26,Unknown,10.29,5.15,Brands,,,1,,,
69ab4824429312c6707afcaf,Andalou Age Defying Face Mask,68cac789765cb78193ff5f26,Unknown,3.59,1.8,Bath & Beauty,,,1,,,
69ac56069639b00826fdb38e,TRUE DATES COOKIE DOUGH 3.5 OZ,5f766f081673e04ebe6374db,Unknown,3.99,2.0,Produce,,,3,,,
69adaa94b9f04b1cc1412dbb,Cocojune Organic Pure Coconut Cultured Coconut 4 oz,68cac789765cb78193ff5f26,Unknown,2.89,1.45,Food & Beverage,,,2,,,
69adab8dc70e4b0c838e564f,Guernsey Chocolate Milk,68cac789765cb78193ff5f26,Unknown,1.69,0.85,Brands,,,2,,,
69aea83fc46ec3ade8d3f9d8,SANTAL FRUIT DRINK PEACH 3 PK,5f766f081673e04ebe6374d6,Unknown,2.5,1.0,Produce,,,2,,,
69aec68d0e20f01184bd546b,27 PEAKS CHEESE STRAWS MULTIGRAIN 6.10 OZ,5f766efd06e2381086a9acbf,Unknown,6.99,2.1,Deli,,,7,,,
69af23863ae3ffef1cf89da3,Cadia Mild Cheddar Cheese,68cac789765cb78193ff5f26,Unknown,4.3,2.15,Brands,,,1,,,
69af239849f708139656f6cf,Organic Valley Raw Jack Cheese,68cac789765cb78193ff5f26,Unknown,4.25,2.13,Brands,,,1,,,
69b02fc5493e0674308cf98d,DOLE SALAD BLEND VERY VEGGIE 10 OZ,5f766f081673e04ebe6374cd,Unknown,3.39,1.69,Produce,,,3,,,
69b030165829940c9d715a84,DOLE SALAD SHREDDED LETTUCE 8 OZ,5f766f081673e04ebe6374cd,Unknown,2.29,1.14,Produce,,,10,,,
69b159813a9a369466019783,JVILLE SUMMER SAUSAGE 20 OZ,5f766f081673e04ebe6374d3,Unknown,9.99,4.99,Packaged meat,,,35,,,
69b19a9d60881126db26e570,Veggie Bundle #3161,5f766f081673e04ebe6374d0,Unknown,5.0,5.0,Produce,,,1,,,
69b19ae06013b09562a734c3,Veggie Bundle #3162,5f766f081673e04ebe6374d0,Unknown,5.0,5.0,Produce,,,1,,,
69b1c2fc0c558c50bfbc940d,FFM SCONE RASP FLAVORED WHITE MORSEL 8CT,5f766f081673e04ebe6374d8,Unknown,4.99,2.49,Bakery,,,6,,,
69b1dc65be912654271e672c,FFM MUFFIN RAISIN BRAN 4CT,5f766f081673e04ebe6374d3,Unknown,5.29,2.64,Bakery,,,1,,,
69b29f3aec6b9d761e0f7379,APPLE CHIPS LEMON DEHYDRATED 3 OZ,5f766f081673e04ebe6374d6,Unknown,8.99,4.0,Produce,,,6,,,
69b29f7e07e29508c66b95c6,APPLE CHIPS NATURAL DEHYDRATED 3 OZ,5f766f081673e04ebe6374d6,Unknown,8.99,4.0,Produce,,,2,,,
69b2a7868c9213d83bc662d4,MILOS TEA UNSWEET 20 OZ,5f766efd06e2381086a9acbf,Unknown,1.69,0.84,Dairy,,,1,,,
69b2a7c7ec6b9d761e10c1c3,MEIJER MILK 1% LOWFAT GAL,5f766efd06e2381086a9acbf,Unknown,2.88,1.44,Dairy,,,1,,,
69b2b8a6d0572d8b6d0e12e1,FFM FLATBREAD LAVASH ITALIAN HERB 10 OZ 5CT,5f766efd06e2381086a9acbf,Unknown,2.99,1.49,Deli,,,1,,,
69b2c2178cf0ff481961f606,DOLE SALAD BLEND AMERICAN 12 OZ,5f766f081673e04ebe6374db,Unknown,2.65,1.32,Produce,,,2,,,
69b31f830c558c50bffc52d3,GALILEO PEPPERONI ALL NATURAL 6 OZ,5f766f081673e04ebe6374d9,Unknown,5.29,2.64,Packaged meat,,,1,,,
69b31f93ec6b9d761e3224d9,GALILEO SALAME ALL NATURAL 6 OZ,5f766f081673e04ebe6374d9,Unknown,5.29,2.64,Packaged meat,,,3,,,
69b320a6feaf9c4b2352c338,V & V SUPREMO CHORIZO PICANTE 12 OZ,5f766f081673e04ebe6374d9,Unknown,5.49,2.75,Packaged meat,,,3,,,
69b35e19514e0f66c9636201,Mixed Produce Box #1,5d9660b46a72371027353a96,Unknown,2.0,2.0,Produce,,,1,,,
69b36e709ca8ea48af220d9b,MEIJER MILK 2% RF GAL,5f766f081673e04ebe6374dd,Unknown,2.13,1.06,Dairy,,,2,,,
69b3f9a80c558c50bf142c86,CHOBANI DRINK PEACH 7 OZ,5f766efd06e2381086a9acbf,Unknown,2.19,1.1,Dairy,,,2,,,
69b3fffbfeaf9c4b236b6944,DOLE SALAD SHREDDED LETTUCE 8 OZ,5f766f081673e04ebe6374cd,Unknown,2.29,1.14,Produce,,,12,,,
69b4093b0c558c50bf1a4482,JVILLE BRATWURST ORIGINAL 19 OZ,5f766f081673e04ebe6374cd,Unknown,5.69,2.84,Packaged meat,,,6,,,
